defect_id,production_id,defect_type,defect_quantity,inspection_date
13075,98731,Color Mismatch,31.0,2025-01-02
13076,18041,Alignment Issue,45.0,2025-01-28
13077,65503,Material Fault,4.0,2024-06-19
13078,38313,Material Fault,3.0,2025-09-07
13079,17501,Alignment Issue,6.0,2024-12-11
13080,1918,Material Fault,34.0,2025-02-24
13081,39459,Alignment Issue,49.0,2024-06-26
13082,67487,Material Fault,29.0,2025-12-01
13083,19273,Crack,35.0,2024-05-03
13084,31876,Alignment Issue,20.0,2024-04-20
13085,60846,Color Mismatch,9.0,2025-02-22
13086,24247,Alignment Issue,20.0,2025-08-01
13087,81305,Color Mismatch,40.0,2025-06-26
13088,51524,Alignment Issue,15.0,2025-07-07
13089,96517,Crack,11.0,2025-11-22
13090,45094,Crack,22.0,2024-10-18
13091,97248,Material Fault,3.0,2024-09-18
13092,73132,Material Fault,20.0,2024-07-31
13093,9333,Material Fault,1.0,2024-07-12
13094,75126,Color Mismatch,39.0,2024-07-29
13095,79746,Crack,38.0,2024-10-04
13096,36633,Material Fault,36.0,2024-09-10
13097,57421,Color Mismatch,14.0,2024-12-16
13098,66776,Color Mismatch,1.0,2025-11-28
13099,80569,Material Fault,38.0,2025-05-20
13100,87858,Color Mismatch,33.0,2026-01-29
13101,64691,Color Mismatch,27.0,2024-07-02
13102,51673,Alignment Issue,36.0,2024-11-29
13103,24601,Material Fault,9.0,2026-02-08
13104,52402,Alignment Issue,28.0,2024-11-24
13105,81970,Material Fault,15.0,2025-02-12
13106,55305,Crack,49.0,2025-04-28
13107,84146,Color Mismatch,6.0,2025-08-07
13108,42876,Crack,25.0,2024-11-28
13109,28197,Crack,12.0,2024-04-23
13110,26693,Material Fault,10.0,2025-08-29
13111,68421,Crack,42.0,2025-01-01
13112,60708,Crack,36.0,2024-10-28
13113,94108,Alignment Issue,6.0,2025-01-08
13114,67399,Material Fault,10.0,2024-06-29
13115,17798,Alignment Issue,25.0,2025-01-26
13116,43275,Material Fault,5.0,2024-09-03
13117,49975,Color Mismatch,24.0,2024-09-02
13118,57004,Alignment Issue,47.0,2025-10-06
13119,66190,Alignment Issue,46.0,2025-12-30
13120,84158,Color Mismatch,33.0,2026-01-28
13121,57172,Crack,6.0,2024-03-11
13122,68342,Color Mismatch,47.0,2024-06-21
13123,98485,Alignment Issue,,2024-04-05
13124,38813,Material Fault,38.0,2024-07-12
13125,52481,Alignment Issue,29.0,2024-11-29
13126,31869,Alignment Issue,46.0,2025-12-31
13127,84715,Alignment Issue,5.0,2025-02-02
13128,8505,Color Mismatch,3.0,2024-05-06
13129,85071,Color Mismatch,19.0,2025-10-27
13130,62354,Color Mismatch,46.0,2024-08-09
13131,28648,Color Mismatch,43.0,2026-02-17
13132,87093,Crack,41.0,2025-08-20
13133,60009,Alignment Issue,25.0,2025-11-12
13134,94423,Alignment Issue,41.0,2024-09-27
13135,72847,Crack,30.0,2025-07-06
13136,81520,Material Fault,28.0,2024-12-26
13137,86024,Alignment Issue,15.0,2025-11-29
13138,59520,Color Mismatch,38.0,2025-08-07
13139,65248,Material Fault,7.0,2024-12-19
13140,57262,Material Fault,39.0,2026-01-30
13141,35704,Alignment Issue,3.0,2024-08-06
13142,21315,Material Fault,11.0,2024-10-06
13143,81429,Material Fault,18.0,2024-03-02
13144,81664,Alignment Issue,46.0,2024-06-25
13145,52916,Alignment Issue,5.0,2025-04-05
13146,89681,Alignment Issue,2.0,2026-01-30
13147,32816,Material Fault,11.0,2026-02-14
13148,12667,Crack,11.0,2024-10-12
13149,63817,Color Mismatch,47.0,2024-09-20
13150,22925,Alignment Issue,8.0,2025-08-24
13151,93049,Color Mismatch,31.0,2024-10-10
13152,85261,Alignment Issue,32.0,2026-01-27
13153,21683,Color Mismatch,30.0,2025-11-15
13154,43652,Alignment Issue,19.0,2025-03-19
13155,89128,Crack,41.0,2024-10-26
13156,36950,Crack,40.0,2025-12-06
13157,47899,Crack,11.0,2024-11-13
13158,63983,Color Mismatch,32.0,2025-02-19
13159,78426,Color Mismatch,11.0,2024-03-01
13160,51857,Material Fault,37.0,2025-05-27
13161,94778,Color Mismatch,7.0,2025-08-24
13162,10707,Alignment Issue,10.0,2024-05-11
13163,59028,Alignment Issue,32.0,2025-04-04
13164,23626,Color Mismatch,38.0,2024-08-15
13165,60561,Material Fault,14.0,2024-10-30
13166,16684,Crack,3.0,2024-08-16
13167,82400,Alignment Issue,19.0,2024-12-22
13168,44589,Material Fault,25.0,2024-11-11
13169,44205,Alignment Issue,40.0,2026-01-20
13170,2246,Alignment Issue,14.0,2025-07-07
13171,62004,Crack,24.0,2024-05-02
13172,34958,Color Mismatch,30.0,2026-02-21
13173,52502,Alignment Issue,22.0,2024-09-12
13174,54195,Color Mismatch,13.0,2025-11-09
13175,68988,Crack,47.0,2025-09-03
13176,4654,Alignment Issue,3.0,2025-11-30
13177,95784,Crack,21.0,2025-05-29
13178,46582,Crack,17.0,2025-06-02
13179,58515,Crack,45.0,2024-05-13
13180,91344,Material Fault,10.0,2024-12-29
13181,82088,Color Mismatch,2.0,2025-11-14
13182,38520,Color Mismatch,9.0,2025-07-02
13183,69596,Crack,33.0,2025-08-16
13184,26817,Color Mismatch,11.0,2025-06-25
13185,87612,Material Fault,6.0,2024-12-23
13186,14836,Material Fault,29.0,2025-04-04
13187,4478,Material Fault,20.0,2025-06-23
13188,28749,Color Mismatch,9.0,2025-05-29
13189,53346,Crack,10.0,2024-02-23
13190,64238,Material Fault,48.0,2026-01-15
13191,13708,Material Fault,25.0,2024-12-29
13192,56397,Crack,12.0,2024-04-12
13193,4211,Color Mismatch,42.0,2025-04-06
13194,52360,Color Mismatch,46.0,2025-03-05
13195,53220,Material Fault,14.0,2025-05-02
13196,55850,Color Mismatch,49.0,2024-12-28
13197,51128,Color Mismatch,13.0,2024-04-01
13198,97747,Color Mismatch,42.0,2024-04-24
13199,53771,Color Mismatch,8.0,2025-02-28
13200,19546,Crack,49.0,2024-08-20
13201,42395,Material Fault,37.0,2024-05-20
13202,99017,Crack,17.0,2025-12-01
13203,20755,Alignment Issue,13.0,2025-03-22
13204,92737,Color Mismatch,6.0,2026-02-08
13205,5054,Crack,7.0,2025-06-23
13206,37001,Crack,30.0,2025-11-09
13207,79566,Crack,37.0,2024-11-04
13208,88787,Color Mismatch,2.0,2025-10-25
13209,41740,Crack,18.0,2025-07-02
13210,7117,Color Mismatch,35.0,2025-10-13
13211,10654,Material Fault,47.0,2024-03-27
13212,41940,Crack,44.0,2024-05-06
13213,61956,Alignment Issue,33.0,2025-02-19
13214,49679,Alignment Issue,25.0,2024-08-15
13215,64132,Color Mismatch,34.0,2025-07-18
13216,46860,Material Fault,35.0,2025-04-06
13217,88308,Alignment Issue,22.0,2025-08-03
13218,51276,Crack,21.0,2024-09-20
13219,82855,Crack,38.0,2025-10-04
13220,50615,Material Fault,26.0,2025-06-15
13221,40051,Alignment Issue,1.0,2024-07-21
13222,49419,Crack,,2025-12-22
13223,47394,Alignment Issue,16.0,2024-07-01
13224,2007,Alignment Issue,32.0,2025-01-10
13225,68481,Color Mismatch,22.0,2024-08-06
13226,82796,Material Fault,9.0,2024-05-14
13227,23722,Color Mismatch,38.0,2025-11-29
13228,95845,Crack,46.0,2024-05-18
13229,94728,Alignment Issue,13.0,2025-08-25
13230,77718,Crack,24.0,2025-12-17
13231,17840,Color Mismatch,36.0,2024-04-23
13232,10885,Crack,31.0,2024-04-23
13233,49648,Color Mismatch,20.0,2025-12-20
13234,69940,Material Fault,47.0,2025-11-09
13235,93071,Crack,16.0,2025-11-06
13236,61338,Material Fault,46.0,2024-04-27
13237,45922,Alignment Issue,1.0,2024-05-02
13238,56576,Alignment Issue,41.0,2025-02-25
13239,52745,Color Mismatch,36.0,2024-07-10
13240,10288,Alignment Issue,12.0,2024-08-21
13241,56125,Alignment Issue,36.0,2024-09-02
13242,57349,Crack,23.0,2025-08-30
13243,19387,Crack,39.0,2025-06-18
13244,4012,Color Mismatch,22.0,2024-11-07
13245,90050,Alignment Issue,7.0,2024-07-23
13246,49486,Color Mismatch,10.0,2024-05-14
13247,1839,Material Fault,15.0,2026-01-14
13248,74755,Alignment Issue,15.0,2025-03-22
13249,48854,Material Fault,8.0,2025-02-24
13250,30145,Color Mismatch,25.0,2025-09-24
13251,64205,Alignment Issue,6.0,2025-08-08
13252,93305,Color Mismatch,20.0,2024-07-02
13253,78214,Color Mismatch,25.0,2024-05-04
13254,23576,Material Fault,27.0,2024-10-15
13255,49686,Crack,16.0,2026-02-05
13256,92836,Color Mismatch,34.0,2024-06-11
13257,60247,Material Fault,17.0,2025-05-22
13258,51637,Alignment Issue,10.0,2025-08-28
13259,24740,Color Mismatch,49.0,2024-07-07
13260,38173,Material Fault,49.0,2025-12-02
13261,63551,Crack,19.0,2025-08-22
13262,43209,Material Fault,11.0,2024-09-17
13263,23757,Crack,14.0,2024-06-09
13264,61939,Color Mismatch,42.0,2025-10-22
13265,53627,Color Mismatch,13.0,2024-09-01
13266,99543,Material Fault,28.0,2024-12-17
13267,3296,Material Fault,21.0,2026-01-29
13268,12552,Alignment Issue,6.0,2025-03-05
13269,76166,Color Mismatch,36.0,2024-10-18
13270,30909,Crack,10.0,2025-12-21
13271,21493,Color Mismatch,10.0,2024-07-20
13272,53446,Alignment Issue,26.0,2024-06-04
13273,56009,Alignment Issue,12.0,2025-05-11
13274,65380,Crack,14.0,2025-03-22
13275,50002,Material Fault,39.0,2025-01-20
13276,45932,Color Mismatch,8.0,2024-08-31
13277,57975,Color Mismatch,38.0,2026-02-03
13278,35415,Color Mismatch,40.0,2026-02-09
13279,10376,Color Mismatch,25.0,2025-03-09
13280,22251,Alignment Issue,42.0,2026-01-06
13281,83967,Material Fault,35.0,2024-03-27
13282,64420,Material Fault,21.0,2024-05-08
13283,12280,Material Fault,1.0,2025-09-12
13284,11298,Crack,25.0,2025-07-04
13285,56984,Color Mismatch,28.0,2024-09-03
13286,84032,Crack,43.0,2025-04-10
13287,58649,Crack,20.0,2024-05-02
13288,51626,Material Fault,28.0,2024-03-05
13289,73306,Alignment Issue,44.0,2026-01-06
13290,47700,Crack,13.0,2025-01-01
13291,18177,Crack,16.0,2024-10-27
13292,55584,Material Fault,26.0,2024-03-17
13293,80309,Crack,18.0,2024-12-08
13294,78721,Material Fault,6.0,2025-01-10
13295,31251,Alignment Issue,8.0,2025-01-14
13296,36233,Crack,22.0,2024-11-25
13297,5186,Alignment Issue,2.0,2025-05-20
13298,91406,Material Fault,27.0,2026-02-10
13299,95614,Color Mismatch,27.0,2025-01-24
13300,12346,Color Mismatch,40.0,2025-07-09
13301,87619,Crack,32.0,2024-04-13
13302,63773,Alignment Issue,25.0,2024-06-28
13303,19143,Alignment Issue,48.0,2024-02-28
13304,4815,Alignment Issue,8.0,2025-04-11
13305,63707,Material Fault,25.0,2024-10-25
13306,78572,Crack,46.0,2025-07-21
13307,45292,Crack,4.0,2026-02-22
13308,53252,Alignment Issue,39.0,2025-04-27
13309,70715,Alignment Issue,4.0,2024-05-10
13310,80066,Crack,44.0,2025-10-04
13311,58213,Alignment Issue,11.0,2025-12-11
13312,24404,Material Fault,24.0,2025-01-31
13313,41319,Material Fault,31.0,2025-10-02
13314,49756,Material Fault,47.0,2024-06-09
13315,10846,Crack,23.0,2025-05-14
13316,23783,Material Fault,37.0,2024-11-03
13317,88965,Material Fault,2.0,2025-04-20
13318,69470,Crack,28.0,2025-06-10
13319,89588,Color Mismatch,41.0,2024-11-05
13320,77,Color Mismatch,25.0,2026-02-09
13321,27972,Crack,46.0,2025-03-13
13322,93726,Alignment Issue,45.0,2025-12-22
13323,40924,Material Fault,10.0,2024-03-14
13324,501,Alignment Issue,49.0,2025-09-29
13325,17648,Alignment Issue,46.0,2025-03-18
13326,60868,Color Mismatch,13.0,2024-04-29
13327,29104,Material Fault,30.0,2024-10-18
13328,34566,Color Mismatch,18.0,2025-04-03
13329,25427,Material Fault,31.0,2025-10-12
13330,82311,Crack,19.0,2024-05-02
13331,46130,Color Mismatch,20.0,2025-03-22
13332,47613,Color Mismatch,49.0,2024-08-19
13333,64636,Material Fault,9.0,2024-07-22
13334,65408,Alignment Issue,19.0,2025-12-21
13335,23847,Material Fault,34.0,2025-08-29
13336,35487,Material Fault,33.0,2024-04-13
13337,11918,Color Mismatch,3.0,2024-12-03
13338,25889,Color Mismatch,23.0,2024-03-29
13339,56575,Material Fault,36.0,2024-07-10
13340,25828,Alignment Issue,31.0,2025-03-26
13341,90582,Crack,14.0,2025-07-18
13342,11609,Material Fault,2.0,2025-08-17
13343,50092,Crack,13.0,2025-04-20
13344,52147,Alignment Issue,21.0,2024-06-02
13345,44924,Material Fault,35.0,2024-07-06
13346,98862,Crack,32.0,2025-06-25
13347,35280,Material Fault,16.0,2025-05-22
13348,93279,Material Fault,3.0,2025-08-08
13349,96783,Alignment Issue,24.0,2026-01-03
13350,57954,Alignment Issue,25.0,2024-08-14
13351,88450,Crack,44.0,2024-05-12
13352,35462,Alignment Issue,2.0,2024-03-21
13353,97864,Color Mismatch,43.0,2026-01-24
13354,12055,Alignment Issue,22.0,2026-01-01
13355,72335,Color Mismatch,48.0,2024-03-05
13356,59145,Alignment Issue,34.0,2025-04-16
13357,82792,Alignment Issue,21.0,2025-01-02
13358,86219,Alignment Issue,5.0,2025-12-13
13359,96465,Crack,19.0,2025-06-27
13360,74143,Alignment Issue,24.0,2024-11-30
13361,86489,Crack,37.0,2025-02-25
13362,69331,Alignment Issue,43.0,2025-03-20
13363,41879,Alignment Issue,16.0,2025-01-25
13364,46281,Alignment Issue,6.0,2025-09-26
13365,23825,Crack,15.0,2026-01-22
13366,26521,Material Fault,22.0,2025-06-02
13367,90478,Color Mismatch,27.0,2024-05-21
13368,2204,Crack,21.0,2024-11-27
13369,18249,Alignment Issue,5.0,2024-06-10
13370,48316,Alignment Issue,29.0,2025-10-10
13371,4832,Crack,5.0,2025-04-22
13372,3854,Crack,30.0,2024-07-03
13373,63056,Color Mismatch,10.0,2025-03-09
13374,78301,Alignment Issue,14.0,2025-12-28
13375,38394,Crack,14.0,2024-08-27
13376,2815,Material Fault,17.0,2024-10-06
13377,18116,Crack,4.0,2025-08-22
13378,25794,Material Fault,7.0,2026-01-18
13379,17901,Material Fault,25.0,2025-01-08
13380,54281,Color Mismatch,9.0,2024-06-25
13381,15286,Material Fault,47.0,2025-02-09
13382,7981,Crack,14.0,2024-12-24
13383,43797,Color Mismatch,43.0,2024-06-17
13384,13391,Alignment Issue,22.0,2024-03-03
13385,74473,Material Fault,18.0,2024-09-21
13386,15793,Material Fault,11.0,2025-11-10
13387,55634,Crack,40.0,2024-06-19
13388,79492,Color Mismatch,31.0,2025-12-17
13389,78682,Crack,10.0,2024-08-01
13390,60857,Color Mismatch,47.0,2025-01-05
13391,16786,Material Fault,13.0,2024-09-23
13392,52157,Material Fault,35.0,2024-04-30
13393,15666,Alignment Issue,25.0,2025-01-09
13394,10055,Color Mismatch,38.0,2025-07-29
13395,53715,Alignment Issue,23.0,2025-01-22
13396,78280,Material Fault,11.0,2025-01-29
13397,5858,Color Mismatch,31.0,2026-01-22
13398,80586,Color Mismatch,14.0,2025-12-24
13399,72041,Color Mismatch,49.0,2024-07-18
13400,44683,Alignment Issue,21.0,2024-07-23
13401,61290,Crack,29.0,2025-09-09
13402,48052,Color Mismatch,5.0,2024-04-08
13403,29684,Material Fault,17.0,2025-04-30
13404,57384,Color Mismatch,12.0,2024-10-24
13405,32449,Alignment Issue,13.0,2025-08-07
13406,10772,Crack,34.0,2024-12-28
13407,37504,Alignment Issue,46.0,2026-02-17
13408,36793,Material Fault,12.0,2026-02-12
13409,42935,Alignment Issue,11.0,2024-12-06
13410,71176,Alignment Issue,28.0,2025-10-19
13411,28508,Material Fault,16.0,2024-09-07
13412,8894,Material Fault,26.0,2024-08-11
13413,78083,Color Mismatch,19.0,2025-11-24
13414,8153,Alignment Issue,32.0,2024-08-11
13415,43520,Material Fault,15.0,2024-08-03
13416,14526,Alignment Issue,20.0,2026-02-08
13417,14186,Crack,36.0,2025-07-02
13418,72704,Alignment Issue,18.0,2025-05-09
13419,79060,Color Mismatch,5.0,2025-02-07
13420,57685,Material Fault,45.0,2024-04-11
13421,78724,Color Mismatch,38.0,2024-12-14
13422,95409,Alignment Issue,21.0,2024-11-09
13423,62514,Crack,44.0,2024-12-31
13424,73108,Crack,21.0,2025-10-18
13425,57706,Alignment Issue,25.0,2024-07-07
13426,47192,Color Mismatch,15.0,2025-04-18
13427,43926,Crack,46.0,2026-02-06
13428,2740,Crack,36.0,2026-02-08
13429,15931,Material Fault,35.0,2025-11-19
13430,81685,Crack,35.0,2024-04-05
13431,4130,Crack,35.0,2024-04-28
13432,52198,Alignment Issue,44.0,2025-12-26
13433,30270,Alignment Issue,24.0,2025-12-20
13434,64473,Alignment Issue,35.0,2024-10-04
13435,66785,Color Mismatch,1.0,2025-08-28
13436,44968,Alignment Issue,17.0,2025-10-12
13437,94272,Alignment Issue,11.0,2024-09-14
13438,74381,Crack,27.0,2025-12-26
13439,72298,Color Mismatch,19.0,2025-05-16
13440,76079,Alignment Issue,9.0,2025-01-30
13441,87469,Material Fault,41.0,2025-05-14
13442,78850,Material Fault,43.0,2024-04-19
13443,93294,Material Fault,38.0,2024-10-13
13444,68845,Crack,42.0,2025-02-27
13445,6484,Alignment Issue,39.0,2025-12-19
13446,61597,Crack,8.0,2025-08-12
13447,71128,Material Fault,31.0,2024-10-31
13448,1627,Crack,35.0,2024-12-19
13449,41485,Color Mismatch,26.0,2025-03-18
13450,98229,Crack,45.0,2024-03-05
13451,31442,Alignment Issue,17.0,2025-12-12
13452,60520,Color Mismatch,37.0,2025-05-19
13453,98643,Crack,1.0,2024-12-20
13454,46803,Color Mismatch,46.0,2025-11-16
13455,94647,Color Mismatch,10.0,2024-07-24
13456,32464,Crack,32.0,2024-12-06
13457,61677,Alignment Issue,30.0,2024-04-07
13458,26054,Alignment Issue,33.0,2026-01-20
13459,70755,Crack,43.0,2026-01-24
13460,20382,Color Mismatch,17.0,2025-11-02
13461,79574,Crack,22.0,2024-03-06
13462,3537,Crack,36.0,2024-11-10
13463,4859,Color Mismatch,45.0,2025-12-18
13464,76331,Color Mismatch,48.0,2024-04-20
13465,30055,Alignment Issue,37.0,2024-11-07
13466,35279,Color Mismatch,42.0,2025-06-03
13467,27238,Crack,22.0,2025-11-21
13468,15440,Alignment Issue,9.0,2024-11-25
13469,63171,Color Mismatch,42.0,2025-10-27
13470,79493,Crack,31.0,2025-02-15
13471,22364,Crack,32.0,2025-11-06
13472,28037,Color Mismatch,35.0,2025-07-17
13473,58546,Crack,49.0,2025-09-29
13474,52181,Color Mismatch,19.0,2026-01-16
13475,61473,Color Mismatch,36.0,2025-01-08
13476,74501,Alignment Issue,11.0,2025-10-29
13477,81364,Crack,23.0,2024-09-05
13478,11581,Color Mismatch,12.0,2025-12-11
13479,54998,Alignment Issue,42.0,2024-06-13
13480,47068,Material Fault,4.0,2024-09-15
13481,13122,Crack,31.0,2026-02-16
13482,31963,Material Fault,30.0,2026-01-24
13483,2744,Crack,15.0,2024-05-27
13484,28089,Crack,30.0,2024-03-04
13485,61030,Material Fault,6.0,2024-11-16
13486,24998,Crack,24.0,2024-04-25
13487,18696,Alignment Issue,14.0,2024-12-20
13488,91463,Crack,10.0,2024-03-31
13489,14220,Material Fault,26.0,2025-04-09
13490,39376,Alignment Issue,38.0,2024-07-27
13491,99233,Alignment Issue,27.0,2024-04-24
13492,23177,Alignment Issue,11.0,2026-02-14
13493,5923,Crack,30.0,2025-01-01
13494,69453,Color Mismatch,38.0,2025-01-12
13495,46649,Color Mismatch,5.0,2024-05-09
13496,17793,Material Fault,33.0,2025-08-27
13497,84034,Color Mismatch,18.0,2025-10-08
13498,64901,Material Fault,28.0,2025-02-20
13499,71529,Crack,18.0,2025-02-10
13500,55112,Crack,21.0,2024-12-04
13501,94513,Crack,20.0,2024-03-17
13502,54862,Material Fault,42.0,2026-01-05
13503,80957,Alignment Issue,26.0,2026-01-16
13504,51555,Color Mismatch,4.0,2024-04-19
13505,2841,Crack,6.0,2024-09-07
13506,21958,Alignment Issue,9.0,2025-03-04
13507,50078,Material Fault,45.0,2025-09-29
13508,18740,Alignment Issue,36.0,2025-05-06
13509,41209,Material Fault,37.0,2024-08-06
13510,16259,Alignment Issue,5.0,2024-03-06
13511,17554,Crack,36.0,2024-08-28
13512,28989,Color Mismatch,11.0,2025-04-23
13513,72109,Crack,36.0,2024-06-01
13514,19340,Color Mismatch,46.0,2025-12-11
13515,60924,Crack,3.0,2024-04-20
13516,9945,Color Mismatch,3.0,2025-10-16
13517,81032,Crack,22.0,2024-10-20
13518,49472,Color Mismatch,45.0,2024-11-16
13519,1279,Material Fault,16.0,2026-01-07
13520,5308,Alignment Issue,7.0,2025-06-07
13521,93167,Alignment Issue,35.0,2025-03-03
13522,29668,Crack,12.0,2024-04-22
13523,78377,Crack,13.0,2025-11-07
13524,6048,Color Mismatch,3.0,2025-11-13
13525,82125,Color Mismatch,31.0,2025-07-07
13526,57664,Material Fault,16.0,2025-07-28
13527,96928,Color Mismatch,49.0,2025-04-20
13528,84697,Alignment Issue,16.0,2024-10-16
13529,79626,Crack,45.0,2024-11-04
13530,93893,Material Fault,24.0,2025-01-07
13531,9671,Alignment Issue,21.0,2025-12-19
13532,33510,Alignment Issue,28.0,2025-04-08
13533,20738,Material Fault,16.0,2024-10-29
13534,37531,Alignment Issue,36.0,2025-07-17
13535,57366,Alignment Issue,47.0,2025-03-09
13536,9030,Color Mismatch,2.0,2024-03-09
13537,36629,Color Mismatch,28.0,2025-06-29
13538,84506,Crack,10.0,2026-01-06
13539,8202,Color Mismatch,16.0,2025-11-20
13540,33789,Color Mismatch,36.0,2026-02-13
13541,53149,Material Fault,6.0,2025-06-28
13542,93911,Crack,40.0,2025-01-11
13543,96831,Color Mismatch,45.0,2025-05-21
13544,60417,Material Fault,24.0,2024-12-28
13545,59396,Material Fault,39.0,2024-06-28
13546,38689,Color Mismatch,27.0,2025-10-15
13547,27720,Color Mismatch,3.0,2024-08-06
13548,98424,Material Fault,16.0,2024-02-28
13549,85996,Crack,,2024-12-21
13550,84205,Material Fault,22.0,2026-02-21
13551,91026,Alignment Issue,39.0,2025-08-19
13552,58364,Material Fault,33.0,2025-11-17
13553,18476,Crack,31.0,2025-07-22
13554,18897,Color Mismatch,15.0,2024-11-28
13555,46224,Color Mismatch,1.0,2024-03-27
13556,51639,Material Fault,15.0,2024-03-28
13557,83976,Alignment Issue,4.0,2024-09-19
13558,90817,Alignment Issue,25.0,2024-09-30
13559,75311,Alignment Issue,20.0,2025-06-17
13560,41058,Color Mismatch,46.0,2025-01-22
13561,3673,Material Fault,46.0,2025-02-11
13562,78748,Color Mismatch,13.0,2025-07-22
13563,69885,Alignment Issue,12.0,2025-01-01
13564,72270,Alignment Issue,29.0,2025-10-26
13565,4059,Color Mismatch,41.0,2024-11-15
13566,81065,Alignment Issue,32.0,2024-11-15
13567,57378,Crack,6.0,2026-02-06
13568,16846,Alignment Issue,28.0,2024-08-14
13569,11174,Crack,26.0,2025-05-03
13570,24685,Material Fault,14.0,2024-03-15
13571,79209,Alignment Issue,42.0,2025-04-30
13572,5103,Crack,21.0,2025-03-16
13573,57744,Alignment Issue,32.0,2026-01-12
13574,84713,Color Mismatch,13.0,2025-09-24
13575,62935,Material Fault,2.0,2025-07-11
13576,41101,Material Fault,46.0,2024-08-10
13577,56029,Alignment Issue,47.0,2024-09-08
13578,52308,Material Fault,28.0,2025-07-03
13579,48286,Material Fault,45.0,2025-05-19
13580,19381,Color Mismatch,29.0,2025-03-13
13581,2074,Alignment Issue,44.0,2025-03-28
13582,82614,Color Mismatch,47.0,2026-01-11
13583,32289,Crack,48.0,2026-02-13
13584,97846,Alignment Issue,41.0,2024-05-12
13585,3877,Alignment Issue,6.0,2024-09-09
13586,14790,Crack,9.0,2024-07-17
13587,2603,Alignment Issue,44.0,2025-04-23
13588,14447,Color Mismatch,18.0,2025-11-23
13589,31151,Crack,28.0,2025-01-03
13590,94716,Color Mismatch,22.0,2025-06-25
13591,21228,Material Fault,32.0,2025-07-08
13592,59678,Crack,32.0,2025-10-26
13593,8734,Alignment Issue,44.0,2024-08-19
13594,15376,Crack,14.0,2024-11-19
13595,5979,Alignment Issue,16.0,2025-11-15
13596,49442,Crack,42.0,2025-10-27
13597,88204,Color Mismatch,10.0,2025-06-27
13598,41698,Alignment Issue,49.0,2026-01-05
13599,28452,Material Fault,3.0,2025-05-15
13600,57726,Material Fault,7.0,2026-01-04
13601,27458,Color Mismatch,22.0,2024-07-19
13602,94427,Alignment Issue,40.0,2025-08-29
13603,53967,Material Fault,22.0,2024-08-22
13604,77365,Color Mismatch,39.0,2025-02-14
13605,75880,Color Mismatch,11.0,2025-10-23
13606,96656,Alignment Issue,18.0,2024-09-11
13607,73268,Crack,47.0,2025-10-21
13608,36590,Color Mismatch,16.0,2025-10-04
13609,85847,Alignment Issue,39.0,2025-06-27
13610,52601,Alignment Issue,11.0,2024-10-23
13611,54099,Alignment Issue,45.0,2025-10-05
13612,1223,Alignment Issue,5.0,2024-12-29
13613,42191,Material Fault,9.0,2025-03-22
13614,44296,Material Fault,13.0,2024-09-26
13615,26889,Alignment Issue,29.0,2025-09-19
13616,22455,Color Mismatch,35.0,2025-11-17
13617,73538,Alignment Issue,,2026-02-09
13618,64076,Alignment Issue,21.0,2025-11-19
13619,65741,Color Mismatch,10.0,2025-12-29
13620,61596,Material Fault,37.0,2024-12-09
13621,91892,Material Fault,29.0,2024-04-26
13622,61522,Material Fault,34.0,2025-05-18
13623,88888,Crack,10.0,2024-04-26
13624,94184,Crack,31.0,2025-04-15
13625,31883,Alignment Issue,35.0,2024-03-02
13626,76713,Color Mismatch,31.0,2025-03-17
13627,68216,Material Fault,17.0,2025-07-10
13628,65652,Color Mismatch,1.0,2025-03-12
13629,73074,Alignment Issue,13.0,2025-05-28
13630,42620,Color Mismatch,23.0,2024-03-10
13631,5500,Alignment Issue,7.0,2025-02-06
13632,55344,Color Mismatch,39.0,2025-06-17
13633,94769,Color Mismatch,3.0,2025-07-19
13634,62931,Alignment Issue,9.0,2024-09-27
13635,69114,Crack,9.0,2024-07-11
13636,94997,Crack,26.0,2024-08-29
13637,90645,Material Fault,42.0,2024-09-02
13638,45956,Crack,2.0,2025-08-30
13639,57926,Alignment Issue,,2024-08-18
13640,19818,Color Mismatch,33.0,2024-10-22
13641,99135,Crack,10.0,2025-09-28
13642,9824,Crack,32.0,2025-03-11
13643,6213,Crack,30.0,2024-04-22
13644,42762,Crack,2.0,2025-10-13
13645,37969,Alignment Issue,32.0,2025-10-22
13646,9247,Alignment Issue,49.0,2026-02-16
13647,88608,Crack,23.0,2025-02-25
13648,95570,Alignment Issue,24.0,2025-01-30
13649,77729,Color Mismatch,33.0,2025-08-16
13650,61086,Crack,2.0,2024-11-22
13651,29599,Material Fault,39.0,2024-11-25
13652,49992,Crack,42.0,2024-06-25
13653,19390,Alignment Issue,35.0,2025-06-23
13654,98246,Alignment Issue,33.0,2025-02-09
13655,31862,Color Mismatch,3.0,2025-07-24
13656,82319,Alignment Issue,17.0,2025-04-07
13657,59214,Alignment Issue,35.0,2024-11-19
13658,11393,Alignment Issue,33.0,2024-09-09
13659,17125,Material Fault,22.0,2025-05-06
13660,76778,Alignment Issue,23.0,2025-01-17
13661,82822,Alignment Issue,11.0,2024-10-31
13662,71282,Crack,30.0,2025-10-07
13663,5814,Color Mismatch,28.0,2025-05-15
13664,26346,Alignment Issue,48.0,2024-09-23
13665,7317,Alignment Issue,10.0,2024-12-18
13666,53617,Material Fault,49.0,2025-02-03
13667,63173,Color Mismatch,42.0,2025-01-18
