inventory_id,product_id,warehouse_location,stock_quantity,reorder_level,last_updated
9729,478,Pune,1518.0,348,2025-03-28
9730,100,Bangalore,3301.0,652,2026-01-05
9731,169,Pune,3115.0,597,2025-08-09
9732,216,Chennai,4407.0,946,2025-11-16
9733,489,Bangalore,4735.0,345,2025-08-30
9734,189,Mumbai,,697,2025-03-23
9735,139,Delhi,1669.0,398,2025-05-30
9736,429,Bangalore,560.0,531,2025-08-17
9737,293,Mumbai,,137,2025-06-04
9738,183,Mumbai,2043.0,569,2025-11-25
9739,104,Mumbai,2676.0,840,2025-04-24
9740,142,Chennai,3993.0,987,2025-08-12
9741,214,Mumbai,462.0,485,2025-07-10
9742,383,Delhi,4527.0,217,2025-09-22
9743,4,Mumbai,311.0,172,2025-07-12
9744,430,Pune,1502.0,689,2025-05-19
9745,404,Delhi,4715.0,935,2025-10-09
9746,455,Pune,4524.0,402,2025-04-27
9747,31,Bangalore,1415.0,306,2025-06-23
9748,488,Bangalore,3596.0,686,2025-07-27
9749,303,Delhi,3278.0,210,2025-05-18
9750,232,Chennai,3440.0,306,2025-11-26
9751,39,Chennai,3571.0,693,2025-07-27
9752,185,Pune,2558.0,487,2025-12-27
9753,32,Bangalore,4961.0,718,2025-04-07
9754,462,Delhi,3491.0,202,2025-05-09
9755,395,Mumbai,1660.0,382,2025-06-03
9756,77,Mumbai,2297.0,378,2025-05-26
9757,179,Delhi,808.0,167,2025-07-14
9758,251,Bangalore,2398.0,911,2025-07-13
9759,174,Bangalore,3028.0,892,2026-01-03
9760,366,Bangalore,3475.0,265,2025-04-13
9761,404,Chennai,1624.0,341,2025-03-28
9762,87,Mumbai,1078.0,546,2025-04-19
9763,333,Chennai,123.0,844,2025-10-03
9764,433,Delhi,3910.0,922,2025-11-16
9765,140,Delhi,,135,2026-01-07
9766,16,Delhi,3240.0,705,2025-09-08
9767,53,Pune,2974.0,192,2025-10-02
9768,135,Pune,1466.0,747,2025-04-12
9769,123,Mumbai,3573.0,451,2025-07-02
9770,123,Pune,4126.0,688,2025-12-28
9771,309,Chennai,1362.0,532,2025-06-04
9772,242,Pune,681.0,670,2025-06-01
9773,170,Mumbai,1938.0,980,2025-05-13
9774,477,Mumbai,1254.0,205,2025-11-17
9775,248,Mumbai,980.0,764,2025-11-05
9776,439,Pune,2046.0,367,2025-10-23
9777,6,Bangalore,4317.0,564,2026-01-30
9778,404,Chennai,3830.0,953,2025-04-17
9779,11,Mumbai,4147.0,477,2025-04-27
9780,284,Mumbai,2534.0,896,2025-04-07
9781,411,Bangalore,1487.0,315,2025-03-07
9782,413,Bangalore,3328.0,375,2025-11-07
9783,303,Chennai,1038.0,906,2025-07-27
9784,271,Delhi,1350.0,433,2025-10-05
9785,343,Mumbai,1854.0,769,2025-09-24
9786,405,Mumbai,1987.0,167,2025-07-31
9787,239,Pune,77.0,261,2026-02-09
9788,244,Bangalore,4399.0,676,2025-05-03
9789,36,Bangalore,4729.0,301,2025-11-05
9790,395,Chennai,2624.0,696,2025-07-24
9791,263,Chennai,3559.0,422,2025-05-12
9792,174,Delhi,3196.0,701,2025-12-02
9793,180,Bangalore,967.0,529,2026-02-08
9794,14,Pune,1331.0,396,2025-10-30
9795,126,Delhi,4461.0,803,2025-05-18
9796,437,Delhi,3645.0,733,2025-04-07
9797,256,Bangalore,1555.0,760,2025-07-01
9798,175,Bangalore,4964.0,469,2025-07-31
9799,413,Bangalore,3958.0,215,2025-04-30
9800,332,Chennai,2479.0,510,2025-04-04
9801,143,Delhi,1373.0,483,2025-03-26
9802,48,Pune,1910.0,216,2025-02-22
9803,252,Bangalore,276.0,670,2025-11-16
9804,146,Bangalore,230.0,871,2025-10-22
9805,288,Pune,2250.0,129,2026-02-16
9806,221,Bangalore,2370.0,679,2025-06-06
9807,273,Delhi,1142.0,695,2025-05-04
9808,79,Bangalore,4658.0,188,2026-01-01
9809,346,Bangalore,2603.0,901,2025-03-02
9810,224,Chennai,70.0,351,2025-12-07
9811,314,Pune,2752.0,692,2025-06-28
9812,372,Pune,4433.0,546,2026-02-15
9813,445,Chennai,2913.0,695,2026-02-09
9814,84,Pune,177.0,253,2025-04-22
9815,350,Mumbai,1927.0,868,2025-12-19
9816,440,Delhi,1615.0,288,2025-04-08
9817,436,Bangalore,1978.0,406,2025-10-04
9818,9,Mumbai,1303.0,862,2025-06-05
9819,267,Pune,4445.0,926,2025-09-28
9820,344,Chennai,2250.0,552,2026-02-02
9821,418,Mumbai,973.0,108,2025-10-07
9822,294,Pune,4044.0,514,2025-03-16
9823,367,Delhi,3401.0,421,2025-07-10
9824,476,Pune,708.0,127,2025-05-29
9825,83,Pune,806.0,590,2025-03-09
9826,128,Delhi,4724.0,127,2025-08-03
9827,245,Mumbai,1937.0,892,2026-01-28
9828,413,Bangalore,1861.0,665,2025-11-30
9829,203,Bangalore,3772.0,139,2025-04-05
9830,378,Bangalore,1882.0,491,2025-07-14
9831,184,Bangalore,2441.0,638,2025-05-20
9832,328,Chennai,1123.0,321,2025-10-29
9833,426,Pune,3863.0,782,2025-08-17
9834,77,Mumbai,3307.0,787,2025-03-03
9835,469,Mumbai,3731.0,551,2025-04-17
9836,136,Delhi,1254.0,644,2025-06-29
9837,358,Pune,1723.0,510,2025-02-24
9838,452,Bangalore,2382.0,717,2025-08-16
9839,199,Chennai,1681.0,758,2025-03-13
9840,225,Bangalore,3632.0,916,2025-04-03
9841,474,Bangalore,4481.0,861,2026-01-30
9842,229,Bangalore,1263.0,961,2025-10-29
9843,478,Chennai,2996.0,834,2025-07-19
9844,426,Mumbai,2942.0,740,2025-10-05
9845,210,Mumbai,4825.0,146,2025-06-23
9846,320,Delhi,202.0,825,2025-11-30
9847,434,Chennai,3409.0,457,2025-06-21
9848,255,Mumbai,2299.0,735,2025-03-18
9849,3,Bangalore,2838.0,330,2025-03-23
9850,366,Mumbai,1719.0,631,2025-12-02
9851,435,Mumbai,1068.0,938,2025-07-03
9852,20,Bangalore,4010.0,868,2025-06-29
9853,242,Delhi,3307.0,876,2025-05-21
9854,328,Pune,1398.0,186,2025-10-25
9855,488,Bangalore,3561.0,899,2025-03-08
9856,335,Chennai,4493.0,372,2025-08-24
9857,476,Delhi,245.0,342,2025-06-24
9858,292,Delhi,1104.0,350,2025-03-31
9859,463,Pune,4929.0,568,2025-06-14
9860,71,Mumbai,4659.0,217,2025-07-21
9861,142,Bangalore,1775.0,809,2025-12-22
9862,161,Bangalore,2234.0,393,2025-10-29
9863,38,Bangalore,332.0,643,2025-09-06
9864,100,Bangalore,409.0,609,2025-12-22
9865,93,Pune,4037.0,767,2025-02-28
9866,246,Chennai,846.0,399,2025-10-23
9867,88,Pune,3778.0,414,2025-12-09
9868,347,Bangalore,192.0,814,2025-05-05
9869,322,Bangalore,2922.0,299,2025-11-07
9870,440,Pune,2018.0,249,2025-02-23
9871,56,Chennai,1247.0,457,2025-07-21
9872,485,Chennai,3963.0,964,2025-05-21
9873,266,Delhi,3242.0,123,2025-10-07
9874,496,Bangalore,4582.0,954,2026-01-26
9875,261,Bangalore,909.0,151,2026-02-07
9876,486,Mumbai,1736.0,742,2025-12-17
9877,26,Bangalore,2806.0,729,2025-12-08
9878,195,Chennai,1130.0,173,2025-03-01
9879,202,Delhi,2853.0,950,2025-05-17
9880,256,Bangalore,2517.0,315,2025-05-10
9881,472,Mumbai,346.0,751,2025-07-02
9882,161,Chennai,2872.0,802,2025-07-15
9883,397,Bangalore,3880.0,409,2025-10-05
9884,150,Bangalore,2354.0,828,2025-08-17
9885,154,Pune,3576.0,506,2025-10-04
9886,6,Delhi,3899.0,599,2025-04-07
9887,120,Pune,1654.0,915,2025-04-27
9888,55,Delhi,1728.0,211,2025-12-09
9889,345,Chennai,4598.0,173,2025-10-25
9890,468,Bangalore,4202.0,456,2025-08-30
9891,351,Delhi,906.0,900,2025-07-30
9892,109,Bangalore,4389.0,329,2025-03-23
9893,286,Bangalore,4413.0,283,2026-01-14
9894,110,Delhi,4857.0,257,2025-03-28
9895,344,Chennai,4171.0,547,2025-04-22
9896,406,Delhi,1048.0,783,2025-04-15
9897,257,Chennai,1278.0,338,2026-01-06
9898,385,Delhi,2768.0,396,2025-07-25
9899,73,Chennai,809.0,309,2026-02-06
9900,3,Bangalore,4157.0,393,2025-11-30
9901,260,Pune,4386.0,828,2026-01-30
9902,291,Delhi,122.0,118,2026-02-05
9903,306,Bangalore,3690.0,283,2025-10-16
9904,185,Chennai,2110.0,829,2025-09-18
9905,159,Delhi,4140.0,159,2025-11-12
9906,132,Delhi,4376.0,323,2025-12-03
9907,448,Mumbai,66.0,820,2025-11-26
9908,338,Chennai,663.0,199,2025-05-06
9909,244,Delhi,3737.0,367,2025-07-06
9910,335,Chennai,983.0,832,2025-12-18
9911,69,Mumbai,3257.0,347,2025-12-11
9912,460,Delhi,2407.0,885,2025-02-23
9913,191,Pune,1566.0,860,2025-06-10
9914,304,Chennai,3248.0,419,2025-07-25
9915,249,Chennai,3816.0,560,2026-02-13
9916,263,Bangalore,2833.0,878,2026-01-17
9917,347,Mumbai,1843.0,119,2025-04-21
9918,173,Chennai,4443.0,261,2025-05-22
9919,377,Chennai,4846.0,429,2026-02-04
9920,257,Mumbai,2058.0,851,2025-12-01
9921,18,Mumbai,2418.0,124,2026-01-30
9922,221,Pune,319.0,127,2025-10-25
9923,376,Pune,1235.0,112,2025-08-16
9924,184,Chennai,,747,2025-09-24
9925,452,Pune,1724.0,824,2025-11-19
9926,164,Pune,2511.0,317,2026-02-02
9927,486,Mumbai,3460.0,592,2025-12-29
9928,427,Pune,4086.0,392,2025-07-31
9929,388,Delhi,2851.0,455,2025-07-07
9930,373,Pune,4524.0,261,2025-08-21
9931,378,Pune,979.0,505,2025-09-02
9932,213,Bangalore,1403.0,386,2025-12-13
9933,76,Pune,375.0,686,2025-06-08
9934,260,Pune,4210.0,644,2025-08-20
9935,451,Mumbai,3596.0,172,2025-12-16
9936,233,Chennai,757.0,498,2025-06-14
9937,434,Chennai,584.0,524,2026-01-07
9938,208,Pune,2514.0,702,2025-03-15
9939,4,Delhi,4978.0,568,2025-06-27
9940,423,Mumbai,985.0,704,2025-03-10
9941,398,Delhi,1139.0,695,2025-07-24
9942,385,Mumbai,1057.0,535,2025-10-18
9943,185,Bangalore,2373.0,427,2025-12-05
9944,168,Mumbai,532.0,829,2026-01-02
9945,472,Delhi,2643.0,597,2025-12-10
9946,253,Pune,2096.0,402,2026-02-03
9947,284,Bangalore,981.0,209,2025-12-12
9948,476,Delhi,3122.0,268,2025-04-02
9949,478,Pune,,801,2026-02-19
9950,23,Mumbai,1486.0,600,2025-08-23
9951,487,Delhi,2450.0,484,2025-09-08
9952,323,Pune,4963.0,846,2026-02-15
9953,491,Delhi,1973.0,131,2026-01-13
9954,303,Mumbai,2224.0,200,2025-10-08
9955,468,Delhi,3112.0,532,2025-07-28
9956,29,Mumbai,4368.0,776,2025-08-13
9957,18,Mumbai,108.0,605,2025-09-12
9958,320,Mumbai,3032.0,483,2025-06-01
9959,109,Chennai,567.0,107,2025-03-24
9960,102,Mumbai,4587.0,747,2025-10-11
9961,127,Chennai,,819,2025-07-15
9962,312,Delhi,1130.0,818,2025-08-05
9963,159,Chennai,2254.0,978,2025-10-05
9964,68,Mumbai,3365.0,538,2025-06-09
9965,347,Delhi,3690.0,474,2025-03-01
9966,268,Chennai,440.0,750,2025-09-06
9967,98,Delhi,4983.0,573,2025-10-13
9968,326,Pune,4681.0,462,2025-07-13
9969,171,Chennai,910.0,766,2025-09-12
9970,440,Mumbai,97.0,231,2025-03-15
9971,116,Chennai,318.0,127,2026-01-08
9972,167,Chennai,2941.0,784,2025-12-22
9973,417,Chennai,3019.0,682,2025-08-27
9974,71,Delhi,4420.0,540,2025-10-24
9975,418,Chennai,980.0,215,2025-06-22
9976,418,Bangalore,4476.0,815,2026-01-24
9977,29,Pune,3536.0,542,2025-12-26
9978,327,Chennai,1862.0,892,2025-07-19
9979,485,Bangalore,2523.0,762,2026-01-20
9980,195,Mumbai,4101.0,222,2025-04-23
9981,263,Bangalore,194.0,827,2025-05-24
9982,124,Pune,2491.0,851,2025-04-29
9983,436,Chennai,2581.0,921,2025-10-21
9984,442,Pune,570.0,441,2026-01-05
9985,299,Pune,1637.0,235,2025-10-24
9986,191,Pune,1351.0,554,2025-07-27
9987,272,Mumbai,853.0,868,2025-07-20
9988,305,Bangalore,,475,2025-11-21
9989,217,Bangalore,4694.0,272,2026-02-03
9990,410,Mumbai,77.0,231,2025-08-06
9991,2,Pune,323.0,602,2025-02-24
9992,333,Bangalore,2645.0,154,2026-02-01
9993,278,Mumbai,543.0,794,2026-02-12
9994,480,Mumbai,1955.0,710,2025-08-09
9995,260,Chennai,260.0,405,2025-02-23
9996,9,Delhi,3155.0,910,2025-05-23
9997,329,Delhi,2660.0,192,2025-06-29
9998,167,Mumbai,272.0,742,2025-12-21
9999,93,Pune,3345.0,638,2025-04-24
10000,164,Pune,2336.0,905,2025-06-02
10001,16,Delhi,958.0,853,2025-07-19
10002,127,Chennai,3809.0,968,2025-05-27
10003,27,Delhi,284.0,424,2025-05-02
10004,374,Mumbai,4455.0,112,2025-12-28
10005,422,Bangalore,3087.0,520,2025-05-16
10006,488,Mumbai,1663.0,169,2025-12-02
10007,458,Delhi,3253.0,401,2025-10-17
10008,265,Pune,4219.0,367,2025-06-18
10009,262,Chennai,4665.0,294,2025-11-21
10010,100,Chennai,3287.0,342,2025-11-26
10011,369,Pune,4029.0,889,2025-05-31
10012,85,Mumbai,1760.0,720,2025-04-19
10013,478,Mumbai,2102.0,691,2025-07-02
10014,220,Delhi,88.0,330,2025-06-23
10015,169,Chennai,3578.0,954,2026-02-12
10016,490,Pune,3821.0,897,2025-05-20
10017,393,Delhi,3690.0,339,2025-12-29
10018,112,Chennai,4214.0,146,2025-08-22
10019,214,Bangalore,4770.0,924,2025-03-08
10020,401,Delhi,2663.0,648,2025-11-07
10021,297,Mumbai,3377.0,422,2025-05-24
10022,421,Delhi,2967.0,100,2025-09-14
10023,244,Chennai,1634.0,978,2025-07-29
10024,271,Chennai,3832.0,964,2025-06-03
10025,270,Delhi,2043.0,514,2025-11-02
10026,446,Delhi,4663.0,889,2026-01-09
10027,269,Pune,190.0,755,2025-07-30
10028,151,Pune,1757.0,581,2025-09-22
10029,90,Delhi,3620.0,209,2026-02-13
10030,43,Chennai,950.0,459,2025-10-12
10031,216,Chennai,3419.0,145,2026-02-04
10032,171,Pune,4674.0,705,2026-02-22
10033,283,Mumbai,4653.0,934,2025-10-24
10034,342,Delhi,4002.0,450,2025-06-17
10035,489,Chennai,2760.0,879,2025-12-02
10036,153,Chennai,3657.0,252,2025-11-20
10037,490,Chennai,4667.0,651,2025-03-23
10038,234,Pune,2570.0,870,2025-06-10
10039,330,Pune,4075.0,776,2025-05-15
10040,377,Pune,2401.0,414,2025-09-28
10041,180,Delhi,2541.0,189,2025-06-17
10042,66,Chennai,1654.0,232,2025-12-27
10043,351,Mumbai,3706.0,180,2025-08-13
10044,141,Mumbai,3295.0,821,2025-02-26
10045,283,Delhi,1665.0,387,2025-07-04
10046,118,Delhi,4230.0,169,2025-06-23
10047,143,Mumbai,4139.0,196,2025-08-19
10048,204,Pune,1524.0,364,2025-12-20
10049,94,Chennai,442.0,949,2026-01-13
10050,8,Mumbai,3428.0,983,2025-04-21
10051,310,Bangalore,3602.0,433,2025-06-07
10052,287,Mumbai,4112.0,350,2025-04-11
10053,315,Pune,4584.0,678,2025-08-27
10054,339,Pune,1082.0,201,2025-12-22
10055,69,Delhi,1986.0,711,2026-01-17
10056,51,Pune,862.0,875,2025-04-08
10057,172,Delhi,1369.0,360,2025-02-25
10058,201,Mumbai,1963.0,867,2025-09-02
10059,390,Pune,1772.0,823,2025-04-07
10060,61,Delhi,899.0,472,2025-04-01
10061,169,Chennai,4678.0,878,2025-06-18
10062,249,Pune,2454.0,156,2025-08-17
10063,31,Chennai,2928.0,184,2025-04-03
10064,36,Delhi,3077.0,817,2025-07-09
10065,481,Chennai,1888.0,550,2025-12-28
10066,334,Chennai,2202.0,500,2025-07-02
10067,135,Bangalore,416.0,712,2025-11-30
10068,303,Mumbai,1939.0,203,2026-02-02
10069,105,Chennai,4954.0,980,2025-08-15
10070,15,Delhi,2688.0,779,2025-05-12
10071,451,Delhi,950.0,458,2025-07-09
10072,356,Delhi,4804.0,350,2025-05-03
10073,375,Mumbai,,241,2025-08-17
10074,249,Delhi,2879.0,352,2026-01-08
10075,21,Delhi,866.0,617,2025-07-26
10076,308,Bangalore,3122.0,467,2025-05-24
10077,261,Bangalore,4904.0,216,2025-03-07
10078,277,Delhi,4803.0,977,2025-09-27
10079,60,Chennai,316.0,997,2025-11-19
10080,67,Bangalore,1860.0,240,2025-09-28
10081,201,Pune,1473.0,972,2025-05-19
10082,103,Bangalore,1062.0,808,2025-03-10
10083,457,Bangalore,3027.0,570,2025-05-28
10084,51,Mumbai,1248.0,503,2025-04-06
10085,223,Pune,3436.0,241,2025-11-11
10086,178,Pune,3180.0,102,2026-01-30
10087,315,Mumbai,1260.0,229,2025-09-07
10088,493,Chennai,1842.0,605,2025-12-18
10089,90,Bangalore,2313.0,356,2025-02-26
10090,460,Mumbai,4012.0,598,2025-06-10
10091,417,Bangalore,4709.0,709,2025-06-29
10092,16,Chennai,3458.0,778,2025-07-22
10093,202,Delhi,3513.0,442,2025-08-14
10094,207,Delhi,1015.0,410,2025-09-14
10095,436,Delhi,3361.0,251,2025-04-01
10096,166,Delhi,1351.0,256,2025-12-25
10097,41,Bangalore,2500.0,595,2025-04-22
10098,371,Mumbai,3039.0,197,2026-02-01
10099,101,Chennai,4065.0,496,2025-12-08
10100,427,Pune,1117.0,154,2025-11-30
10101,249,Bangalore,497.0,111,2025-05-12
10102,99,Delhi,2033.0,444,2025-09-30
10103,200,Delhi,3343.0,207,2025-06-04
10104,131,Bangalore,3274.0,475,2025-12-20
10105,299,Bangalore,2106.0,582,2025-11-01
10106,89,Chennai,1573.0,237,2025-07-24
10107,193,Chennai,4252.0,403,2025-05-25
10108,21,Delhi,896.0,215,2025-04-15
10109,220,Mumbai,,182,2026-02-01
10110,328,Pune,2118.0,859,2025-03-13
10111,147,Pune,3510.0,503,2026-01-06
10112,265,Mumbai,1168.0,774,2025-09-01
10113,294,Bangalore,2749.0,760,2025-04-06
10114,136,Bangalore,4034.0,587,2025-08-12
10115,166,Delhi,4917.0,352,2025-06-18
10116,257,Chennai,2931.0,119,2025-10-26
10117,494,Chennai,1747.0,539,2025-08-15
10118,222,Pune,2841.0,935,2025-05-05
10119,321,Pune,4284.0,291,2025-04-05
10120,273,Chennai,3085.0,206,2025-09-12
10121,352,Pune,,455,2025-07-29
10122,197,Chennai,1814.0,967,2025-04-19
10123,234,Mumbai,4381.0,208,2026-01-23
10124,224,Chennai,11.0,855,2026-01-27
10125,61,Chennai,4430.0,381,2026-02-10
10126,178,Mumbai,4619.0,860,2025-04-30
10127,377,Bangalore,2788.0,924,2025-10-10
10128,486,Chennai,2301.0,459,2025-07-27
10129,496,Bangalore,3378.0,674,2025-08-26
10130,169,Pune,3697.0,340,2025-09-09
10131,222,Delhi,4282.0,459,2026-02-16
10132,114,Bangalore,4850.0,651,2025-11-22
10133,395,Chennai,2911.0,170,2025-08-02
10134,50,Bangalore,1151.0,901,2025-08-05
10135,199,Pune,4958.0,463,2026-01-13
10136,127,Pune,2747.0,737,2025-12-18
10137,33,Pune,1149.0,941,2025-09-25
10138,162,Delhi,255.0,950,2025-02-22
10139,131,Chennai,1269.0,819,2025-08-08
10140,379,Delhi,2173.0,279,2025-08-05
10141,306,Bangalore,2260.0,645,2025-09-08
10142,345,Pune,1597.0,431,2025-10-14
10143,431,Bangalore,4051.0,206,2025-11-01
10144,481,Delhi,4850.0,998,2025-11-03
10145,451,Delhi,4684.0,664,2026-01-30
10146,437,Delhi,2003.0,436,2025-05-20
10147,362,Chennai,170.0,443,2025-07-18
10148,206,Pune,2932.0,333,2025-07-03
10149,472,Chennai,3644.0,414,2025-05-15
10150,307,Delhi,4769.0,349,2025-07-22
10151,111,Pune,4581.0,359,2025-05-16
10152,274,Delhi,2603.0,267,2026-02-04
10153,138,Bangalore,2208.0,224,2026-01-05
10154,277,Chennai,2021.0,903,2025-07-14
10155,403,Chennai,1733.0,957,2026-02-02
10156,398,Bangalore,4975.0,113,2025-11-08
10157,10,Chennai,1620.0,964,2025-09-04
10158,35,Mumbai,1583.0,626,2026-01-26
10159,100,Chennai,3098.0,577,2026-02-03
10160,223,Chennai,117.0,109,2025-11-15
10161,176,Pune,2362.0,522,2025-03-23
10162,114,Pune,4201.0,261,2025-08-18
10163,201,Mumbai,2145.0,921,2025-11-08
10164,167,Pune,187.0,174,2025-05-11
10165,117,Chennai,463.0,740,2025-04-24
10166,285,Delhi,463.0,748,2025-05-27
10167,226,Chennai,2660.0,643,2025-04-14
10168,323,Bangalore,4592.0,629,2026-01-22
10169,84,Chennai,2082.0,298,2025-11-22
10170,102,Pune,4334.0,354,2025-05-27
10171,386,Chennai,4481.0,161,2026-01-26
10172,149,Mumbai,1747.0,695,2025-03-11
10173,306,Pune,3101.0,990,2026-01-10
10174,102,Mumbai,1520.0,264,2026-01-22
10175,322,Bangalore,1351.0,577,2025-07-06
10176,26,Delhi,1267.0,927,2026-02-19
10177,14,Chennai,3050.0,522,2025-07-23
10178,464,Delhi,3717.0,659,2026-02-19
10179,270,Chennai,2683.0,372,2025-08-12
10180,339,Chennai,4847.0,791,2025-12-30
10181,430,Mumbai,3502.0,938,2026-01-21
10182,147,Bangalore,2313.0,866,2025-07-28
10183,72,Chennai,671.0,635,2025-04-19
10184,300,Bangalore,1856.0,161,2025-12-27
10185,477,Bangalore,,971,2025-12-21
10186,123,Delhi,2221.0,937,2025-12-17
10187,331,Bangalore,3983.0,237,2025-09-25
10188,439,Pune,4837.0,995,2025-06-11
10189,216,Delhi,4124.0,906,2025-04-02
10190,137,Pune,4966.0,650,2025-03-03
10191,157,Mumbai,3535.0,265,2026-01-17
10192,253,Mumbai,2049.0,885,2025-08-26
10193,100,Delhi,907.0,227,2026-01-15
10194,491,Delhi,468.0,415,2026-01-18
10195,202,Delhi,1077.0,610,2025-10-28
10196,284,Mumbai,560.0,573,2025-07-15
10197,176,Chennai,2350.0,802,2025-06-15
10198,60,Delhi,655.0,337,2025-03-12
10199,140,Mumbai,4958.0,136,2026-01-17
10200,37,Bangalore,2152.0,224,2025-07-25
10201,13,Mumbai,3657.0,744,2025-08-23
10202,292,Mumbai,1341.0,610,2025-08-18
10203,264,Pune,2948.0,282,2025-07-15
10204,123,Pune,4013.0,243,2025-04-05
10205,145,Delhi,1557.0,272,2025-11-16
10206,152,Chennai,3145.0,680,2025-04-19
10207,347,Mumbai,,212,2025-10-12
10208,385,Delhi,4101.0,350,2025-11-25
10209,192,Pune,3741.0,101,2025-05-09
10210,313,Delhi,4887.0,265,2025-04-14
10211,448,Delhi,3466.0,937,2025-11-29
10212,141,Chennai,1667.0,250,2026-01-05
10213,497,Pune,3777.0,531,2025-04-21
10214,20,Mumbai,,561,2026-02-08
10215,204,Delhi,3175.0,984,2025-11-12
10216,7,Bangalore,2352.0,981,2025-09-02
10217,243,Bangalore,1023.0,967,2025-09-19
10218,285,Mumbai,4276.0,141,2025-10-17
10219,263,Chennai,3506.0,895,2025-08-07
10220,444,Pune,4971.0,474,2026-02-08
10221,482,Delhi,3857.0,900,2025-04-28
10222,282,Delhi,2476.0,728,2025-12-11
10223,46,Delhi,2318.0,904,2025-11-09
10224,50,Chennai,4210.0,940,2025-03-17
10225,83,Delhi,4599.0,381,2025-07-17
10226,333,Bangalore,414.0,470,2025-08-14
10227,43,Mumbai,1847.0,719,2025-10-24
10228,187,Bangalore,4027.0,942,2025-11-22
10229,64,Pune,4159.0,800,2025-12-25
10230,290,Delhi,1016.0,394,2025-12-22
10231,415,Delhi,1570.0,824,2025-04-25
10232,430,Bangalore,3299.0,651,2025-07-31
10233,330,Bangalore,1249.0,136,2026-01-29
10234,15,Delhi,1739.0,617,2025-09-09
10235,364,Bangalore,2521.0,266,2025-11-06
10236,327,Mumbai,2349.0,522,2026-02-16
10237,269,Chennai,4512.0,597,2025-09-05
10238,396,Mumbai,2153.0,233,2026-01-11
10239,476,Delhi,168.0,672,2025-07-20
10240,315,Mumbai,4789.0,327,2025-12-12
10241,187,Chennai,1483.0,102,2025-08-24
10242,309,Pune,599.0,333,2025-04-16
10243,379,Delhi,1821.0,575,2025-05-18
10244,208,Mumbai,2361.0,212,2025-12-16
10245,275,Pune,2221.0,722,2025-08-02
10246,72,Delhi,3661.0,159,2025-10-11
10247,60,Pune,230.0,951,2025-12-06
10248,313,Pune,2441.0,660,2025-05-30
10249,315,Pune,2778.0,442,2025-07-06
10250,456,Mumbai,3705.0,771,2025-11-18
10251,350,Pune,1257.0,574,2025-12-03
10252,263,Mumbai,562.0,566,2025-09-26
10253,485,Chennai,4886.0,928,2025-11-25
10254,225,Delhi,1575.0,333,2025-10-02
10255,302,Bangalore,1289.0,502,2025-11-30
10256,171,Delhi,4175.0,767,2025-08-14
10257,85,Chennai,2413.0,224,2025-08-31
10258,85,Pune,515.0,347,2025-07-20
10259,459,Bangalore,4241.0,487,2025-03-02
10260,36,Mumbai,3652.0,362,2025-11-04
10261,58,Chennai,2627.0,910,2025-12-26
10262,309,Bangalore,2986.0,371,2025-06-08
10263,360,Pune,1167.0,366,2025-06-12
10264,269,Delhi,1259.0,693,2025-07-09
10265,330,Delhi,3704.0,773,2026-01-24
10266,362,Bangalore,2200.0,158,2025-09-15
10267,75,Delhi,2970.0,354,2025-10-12
10268,241,Mumbai,3756.0,941,2025-07-04
10269,260,Delhi,2114.0,518,2025-09-07
10270,29,Pune,1098.0,499,2026-02-05
10271,226,Chennai,1338.0,770,2025-09-01
10272,306,Pune,1363.0,383,2025-08-31
10273,294,Pune,3715.0,617,2025-07-04
10274,111,Delhi,1879.0,166,2025-06-14
10275,319,Delhi,644.0,672,2025-11-22
10276,254,Mumbai,1893.0,266,2026-02-02
10277,45,Delhi,4202.0,823,2025-03-13
10278,250,Chennai,3762.0,860,2025-07-03
10279,288,Pune,3332.0,839,2025-11-06
10280,258,Bangalore,4861.0,625,2025-10-29
10281,192,Bangalore,4751.0,205,2025-08-17
10282,223,Chennai,239.0,290,2026-02-09
10283,260,Chennai,3757.0,296,2025-03-25
10284,373,Bangalore,1743.0,355,2025-06-15
10285,345,Chennai,1839.0,889,2025-10-04
10286,271,Mumbai,2958.0,255,2025-09-08
10287,86,Chennai,1236.0,306,2025-06-15
10288,254,Delhi,1026.0,952,2025-09-08
10289,277,Pune,320.0,641,2025-07-29
10290,385,Mumbai,1738.0,805,2025-08-24
10291,262,Delhi,4861.0,581,2025-11-06
10292,1,Delhi,1404.0,393,2025-08-30
10293,394,Chennai,1863.0,949,2025-11-20
10294,132,Delhi,3174.0,285,2025-09-28
10295,438,Mumbai,302.0,293,2025-07-23
10296,133,Bangalore,2242.0,584,2025-05-20
10297,174,Mumbai,1741.0,436,2025-04-25
10298,60,Bangalore,1641.0,145,2025-12-23
10299,144,Bangalore,1985.0,126,2025-09-17
10300,97,Chennai,4058.0,148,2025-12-02
10301,448,Chennai,3272.0,562,2026-01-26
10302,254,Delhi,924.0,687,2026-02-08
10303,370,Chennai,4581.0,200,2026-02-13
10304,104,Bangalore,1747.0,440,2026-01-19
10305,116,Delhi,1918.0,400,2025-05-17
10306,32,Pune,3604.0,121,2025-10-17
10307,442,Bangalore,221.0,391,2025-10-17
10308,343,Mumbai,672.0,558,2025-06-15
10309,48,Mumbai,3263.0,623,2025-03-20
10310,203,Mumbai,2037.0,727,2025-03-31
10311,295,Mumbai,3423.0,483,2025-07-18
